Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
1952,Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141219,Cleanup,,-6.306251078,36.53191408,-6.306013793,36.53123875,34,0,1,0,0,127,0
1953,Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180120,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,12,16,0,3,124,34,0
1954,Independent,hyio,NO,North-east Atlantic Ocean,195935,Rural,Pebbels,20140329,Cleanup,,6.856593388,60.44109328,8.059449306,62.10177063,15,0,0,0,0,0,0
1955,Legambiente Onlus,Babbaluciara - Agrigento (AG),IT,Unknown,100,,,20180413,Monitoring,,0.000121971,0.00033477,0.00012198,0.00033477,1345,133,89,16,236,1,5
1956,Independent,FAROS,CY,Mediterranean Sea,101,Urban,Sandy,20181106,Cleanup,,32.40679368,34.76525869,32.40668638,34.76434958,801,6,5,14,48,36,1
1957,Independent,Tlacopanocha,,Unknown,109,Urban,Sandy,20181023,Cleanup,,-99.90811781,16.84529676,-99.90729146,16.84490684,53,0,0,0,0,0,0
1958,Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170510,Cleanup,,7.524224708,47.19774949,7.524705807,47.19767494,20,1,1,5,0,0,0
1959,Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20171117,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,20,0,39,0,12,4,0
1960,DeFishGear - Slovenia,Piran MS Monitoring ,SI,Mediterranean Sea,98,Urban,Pebbels,20170728,Monitoring,,13.57499749,45.52819299,13.576006,45.52767109,144,7,5,9,4,11,1
1961,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20170928,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,38,0,1,1,0,1,0
1962,Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20170826,Cleanup,,8.23655808,47.49485534,8.236561215,47.49467313,61,0,0,7,4,0,0
1963,Legambiente Onlus,San Mauro Cilento (SA),IT,Unknown,100,,,20180428,Monitoring,,0.000134899,0.00036109,0.000134908,0.00036109,506,28,1,79,192,7,2
1964,Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20180331,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,27,0,1,2,4,52,0
1965,HELMEPA - Hellenic Marine Environment Protection Association,SEF,GR,Mediterranean Sea,147,Urban,Pebbels,20140821,Cleanup,,23.66812529,37.9406599,23.66652298,37.94102883,84,0,0,0,0,0,0
1966,Independent,casino,RO,Black Sea,54,Urban,Sandy,20151024,Cleanup,,28.6271741,44.23269928,28.62784882,44.23272176,801,0,113,0,0,42,0
1967,Hold Danmark Rent,Smidstrup Strand,DK,North-east Atlantic Ocean,158,,,20131021,Cleanup,,12.23458073,56.1201301,12.23696002,56.1206708,0,0,0,0,0,0,0
1968,Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180226,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,4,0,1,0,0,0,0
1969,"Aarhus University, Denmark ",MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180414,Monitoring,,10.14330979,57.0288766,10.14217783,57.02952728,154,17,3,14,16,16,0
1970,Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20170516,Cleanup,,8.513443532,47.39453926,8.5139733,47.3944089,10,0,0,0,28,5,0
1971,Surfrider Foundation Europe,"Rue du Perzel, 29217 Plougonvelin, France",FR,North-east Atlantic Ocean,73,,,20150322,Cleanup,,-4.70088,48.3395,-4.69988,48.3395,372,4,10,0,80,40,0
1972,Legambiente Onlus,"Spiaggia di Tor Caldara, Anzio (RM)",IT,Mediterranean Sea,100,,,20150509,Monitoring,,12.58944,41.48777,12.59044,41.48777,272,0,4,4,116,8,0
1973,DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20170728,Monitoring,,13.62293341,45.53586968,13.62184979,45.53643754,203,4,2,8,44,33,0
1974,Surfrider Foundation Europe,"16 Avenue Maréchal Joffre, 34250 Palavas-les-Flots, France",FR,Mediterranean Sea,81,,,20150607,Cleanup,,3.87672,43.6108,3.87772,43.6108,396,0,13,0,64,43,0
1975,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170503,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,202,12,0,29,48,0,1
1976,"Aarhus University, Denmark ",MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180711,Monitoring,,10.14330979,57.0288766,10.14217783,57.02952728,349,13,1,34,8,110,0
1977,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20170827,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,19,0,0,7,0,0,0
1978,Legambiente Onlus,"Spiaggia dellArenella, Siracusa (SR)",IT,Mediterranean Sea,100,,,20170415,Monitoring,,15.26417,36.99525,15.26517,36.99525,433,12,9,85,116,12,2
1979,Independent,hh,DK,North-east Atlantic Ocean,111,,,20170207,Cleanup,,9.49302547,57.20336358,9.494532955,57.20395203,0,0,0,0,0,0,0
1980,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20171227,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,33,1,0,3,0,1,0
1981,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20171231,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,25,0,1,1,36,2,0
1982,Swiss Litter Report,Birs_basel_läderachs,CH,,28,Urban,Pebbels,20171230,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,7,0,0,0,8,11,0
1983,Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170410,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,35,8,0,2,4,0,0
1984,Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20180108,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,64,4,0,12,0,0,0
1985,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170907,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,33,0,0,17,24,1,0
1986,Independent,long beach cork 100m,IE,North-east Atlantic Ocean,155,,,20150715,Cleanup,,-8.956641353,51.55245631,-8.955597061,51.55122045,15,1,2,2,4,0,0
1987,Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20180228,Cleanup,,8.513088026,47.42847285,8.512952828,47.42936038,8,4,0,3,0,0,0
1988,Surfrider Foundation Europe,"220-462 Route Departementale 940, 62200 Boulogne-sur-Mer, France",FR,North-east Atlantic Ocean,70,,,20150326,Cleanup,,1.59287,50.7357,1.59387,50.7357,446,5,2,0,36,11,0
1989,DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,Mediterranean Sea,98,Rural,Pebbels,20150318,Monitoring,,13.62157753,45.53652475,13.62061998,45.53709824,242,0,8,8,37,156,0
1990,Legambiente Onlus,Ponte della Gatta Torre del Greco (NA),IT,Unknown,100,,,20180427,Monitoring,,0.000129292,0.000366176,0.000129301,0.000366176,573,0,2,211,12,17,0
1991,Surfrider Foundation Europe,"Unnamed Road Carcans, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150409,Cleanup,,-1.18724,45.1137,-1.18624,45.1137,310,8,0,0,16,2,0
1992,Surfrider Foundation Europe,"8 Trezmalaouen, 29100 Kerlaz, France",FR,North-east Atlantic Ocean,74,,,20150704,Cleanup,,-4.28522,48.1055,-4.28422,48.1055,235,0,2,0,36,4,0
1993,Institute for Water of the Republic of Slovenia,Debeli rtic 1,IT,Mediterranean Sea,168,Urban,Pebbels,20130823,Cleanup,DR1,13.7119348,45.59333469,13.70978685,45.59350054,66,2,1,6,12,66,0
1994,Surfrider Foundation Europe,"Le Grand Crohot Lège-Cap-Ferret, 33950 Lège-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20150519,Cleanup,,-1.22722,44.7957,-1.22622,44.7957,206,0,20,0,20,10,0
1995,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20170417,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,56,0,0,4,0,0,0
1996,Independent,Coral bay,,Mediterranean Sea,201,Urban,Sandy,20181114,Cleanup,,32.37015149,34.85349576,32.36863265,34.85477656,3834,144,30,136,152,2,0
1997,GEO BSMARINELITTER,Ureki-2015,GE,Black Sea,53,Urban,Sandy,20151021,Monitoring,,41.759216,41.995546,41.759292,41.99507615,1496,20,26,23,66,11,1
1998,Swiss Litter Report,limmat_zürich_mortensena_meiera,CH,,29,,,20170623,Cleanup,,8.485410987,47.40025153,8.485633769,47.4000375,230,0,3,24,164,22,3
1999,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20180222,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,1,0,0,0,4,6,0
2000,Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170510,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,14,0,1,1,4,2,0
2001,Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20150326,Cleanup,,-1.524109783,43.52656849,-1.523399028,43.52730107,83,0,0,0,0,0,0
2002,Legambiente Onlus,Spiaggia 28 Petacciato (CB),IT,Unknown,100,,,20180422,Monitoring,,0.000133535,0.000377574,0.000133544,0.000377574,114,0,2,20,1,6,0
2003,Black Sea NGO Network,Kamchiyski pyasatsi,BG,Black Sea,239,Near river mouth,Sandy,20181028,Monitoring,,27.8923167,42.9855,27.8926667,42.98335,175,4,5,2,4,2,0
2004,Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20170424,Cleanup,,8.769881407,47.23464309,8.770014323,47.2345991,120,1,0,6,72,25,1
2005,Legambiente Onlus,"Spiaggia della Foggia, Ficarazzi (PA)",IT,Mediterranean Sea,100,,,20170424,Monitoring,,13.48058,38.0997,13.48158,38.0997,426,20,4,53,664,4,0
2006,Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20171115,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,19,0,1,0,0,0,0
2007,Legambiente Onlus,"Spiaggia di Canovella de Zoppoli, Trieste (TS)",IT,Mediterranean Sea,100,,,20170420,Monitoring,,13.65614,45.74944,13.65714,45.74944,616,8,4,6,101,9,2
2008,Legambiente Onlus,"Spiaggia di Tordigliano, Vico Equense (NA)",IT,Mediterranean Sea,100,,,20170423,Monitoring,,14.45308,40.61917,14.45408,40.61917,200,5,2,14,262,505,0
2009,Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20161122,Monitoring,,-1.524109783,43.52656849,-1.523399028,43.52730107,472,34,0,0,16,23,7
2010,DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,Mediterranean Sea,98,Rural,Pebbels,20180716,Monitoring,,13.62157753,45.53652475,13.62061998,45.53709824,123,7,6,13,20,17,0
2011,Surfrider Foundation Europe,"AS-317 Muros de Nal?n, 33138 Muros de Nal?n, Espagne",ES,North-east Atlantic Ocean,81,,,20150321,Cleanup,,-6.1059,43.558,-6.1049,43.558,282,0,0,0,24,2,0
2012,European Environment Agency (EEA),Stevns 8,DK,Baltic Sea,117,,Pebbels,20130627,Cleanup,,12.39568273,55.25368211,12.3938371,55.25383996,0,0,0,0,0,0,0
2013,Surfrider Foundation Europe,"65 Avenue des Bouchots, 85360 La Tranche-sur-Mer, France",FR,North-east Atlantic Ocean,76,,,20150308,Cleanup,,-1.38146,46.3424,-1.38046,46.3424,586,1,2,0,0,0,0
2014,European Environment Agency (EEA),Stevns 4,DK,Baltic Sea,111,,Pebbels,20130627,Cleanup,,12.39881214,55.25679269,12.3977671,55.25598483,83,0,0,2,96,2,0
2015,DeFishGear - Slovenia,Piran MS Monitoring ,SI,Mediterranean Sea,98,Urban,Pebbels,20171123,Monitoring,,13.57499749,45.52819299,13.576006,45.52767109,61,0,0,3,0,20,0
2016,Surfrider Foundation Europe,"Lundåkrahamnen Dammhagen, 26135 Landskrona, Suède",SE,North-east Atlantic Ocean,62,,,20150531,Cleanup,,12.8548,55.856,12.8558,55.856,120,4,0,0,204,5,0
2017,Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20170630,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,40,4,0,7,44,94,3
2018,Independent,Blokhus,DK,North-east Atlantic Ocean,181,Urban,Sandy,20140920,Cleanup,,9.58819434,57.25902728,9.585669211,57.25993054,1025,0,8,0,0,30,0
2019,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20170502,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,48,0,1,5,8,3,1
2020,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20180127,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,20,1,3,1,8,0,0
2021,Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20170703,Cleanup,,7.488301149,46.9235719,7.488904817,46.92352772,4,0,0,1,0,0,0
2022,Hold Danmark Rent,Nivå Strand,DK,North-east Atlantic Ocean,213,,,20131021,Cleanup,,12.52786742,55.93783848,12.52691551,55.93599974,0,0,0,0,0,0,0
2023,Legambiente Onlus,"Spiaggia Saline Punta della Contessa, Brindisi (BR)",IT,Mediterranean Sea,100,,,20150510,Monitoring,,18.01778,40.62242,18.01878,40.62242,33,0,2,1,5,2,0
2024,Legambiente Onlus,"Spiaggia di Coccia di Morto, Fiumicino (RM)",IT,Mediterranean Sea,100,,,20140520,Cleanup,,12.22349,41.77775,12.22449,41.77775,969,25,7,13,60,31,0
2025,Legambiente Onlus,"Spiaggia Terzo Cavone, Scanzano Jonico (MT)",IT,Mediterranean Sea,100,,,20170425,Monitoring,,16.77668,40.28742,16.77768,40.28742,142,0,5,6,24,14,0
2026,Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20171030,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,0,0,0,0,0,0,0
2027,Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20150414,Cleanup,,28.62236,44.28098,28.62222,44.28002,225,44,13,25,60,15,0
2028,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20170728,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,111,8,0,5,88,4,3
2029,Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141103,Cleanup,,-6.306251078,36.53191408,-6.306013793,36.53123875,300,0,6,0,0,0,0
2030,Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20171130,Cleanup,,8.8280292,47.67552363,8.828461852,47.67560242,3,0,0,0,0,2,0
2031,Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20171026,Cleanup,,8.687503763,47.254754,8.687641299,47.2546799,1,0,0,0,0,9,0
2032,Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180226,Cleanup,,8.857837298,46.69827386,8.857601957,46.69822323,0,0,0,0,0,0,0
2033,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20170725,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,299,6,7,7,56,0,1
2034,Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20171016,Monitoring,,28.64046,43.95488,28.64006,43.954,27,0,0,12,272,211,0
2035,Surfrider Foundation Europe,"6178 Avenue de la Plage, 62231 Bl?riot-Plage (Sangatte), France",FR,North-east Atlantic Ocean,69,,,20150328,Cleanup,,1.82572,50.9612,1.82672,50.9612,489,6,7,0,60,13,0
2036,Perseus,Mavro Lithari 2,GR,Mediterranean Sea,76,Urban,Sandy,20140314,Cleanup,,23.90385256,37.73162333,23.90441371,37.73110427,52,80,0,0,0,0,0
2037,Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,,101,,,20170823,Cleanup,,8.547368237,47.35939223,8.547258755,47.35849086,625,9,0,52,272,19,1
2038,Independent,kanal 2 varnensko ezero - cherno more,BG,Black Sea,1227,Urban,Rocky,20160311,Cleanup,,27.8795013,43.19306946,27.89060864,43.185582,496,32,29,74,67,20,0
2039,Surfrider Foundation Europe,"13 Passeig Mar?tim Barceloneta, 08003 Barcelona, Espagne",ES,Mediterranean Sea,84,,,20150321,Cleanup,,2.19479,41.3808,2.19579,41.3808,1650,0,110,0,1600,450,0
2040,Independent,cabopino,ES,Mediterranean Sea,138,Urban,Sandy,20140531,Cleanup,,-4.743971618,36.48453751,-4.74530584,36.48511003,70,0,0,0,32,2,0
2041,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170425,Monitoring,,9.198334671,47.52407261,9.197132864,47.52438768,33,0,1,4,64,0,0
2042,Surfrider Foundation Europe,"Marina di Curinga, 88022 Curinga, Italie",IT,Mediterranean Sea,88,,,20150321,Cleanup,,16.221,38.8386,16.222,38.8386,488,24,4,0,40,28,0
2043,Surfrider Foundation Europe,"6178 Avenue de la Plage, 62231 Sangatte, France",FR,North-east Atlantic Ocean,69,,,20160319,Cleanup,,1.82574,50.9613,1.82674,50.9613,1675,0,20,0,160,41,0
2044,Perseus,Marina di Vecchiano,IT,Mediterranean Sea,629,Near river mouth,Sandy,20150115,Cleanup,,10.26860577,43.78503727,10.26567993,43.7902881,0,0,0,0,0,0,0
2045,Legambiente Onlus,"Spiaggia del Pezzolo a Marina di Seiano, Vico Equense (NA)",IT,Mediterranean Sea,100,,,20160513,Cleanup,,14.42009,40.66103,14.42109,40.66103,357,8,0,92,293,102,0
2046,Plastic Change,Sivholm,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180404,Monitoring,,12.008501,55.681588,12.00824,55.68247,4,0,0,0,0,0,0
2047,Legambiente Onlus,"Spiaggia di San Vito, Polignano a Mare (BA)",IT,Mediterranean Sea,100,,,20140516,Cleanup,,17.19522,41.01355,17.19622,41.01355,121,44,5,21,40,10,0
2048,Portuguese Association for Marine Litter - APLM,Fonte da Telha,PT,North-east Atlantic Ocean,76,Urban,Sandy,20140506,Cleanup,,-9.188972685,38.55519498,-9.188880046,38.55451664,976,4,2,41,20,4,1
2049,Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20171230,Cleanup,,9.299551653,47.12182823,9.299250399,47.12170236,96,0,1,20,4,0,11
2050,Independent,spiaggia di Buggerru,,Mediterranean Sea,293,Urban,Sandy,20190404,Cleanup,,8.400335743,39.40261055,8.402704334,39.40448022,57,0,0,0,0,0,0
2051,Independent,Cape Recife,ZA,,1998,Urban,Other (mixed),20180718,Cleanup,,25.69189909,-34.01254236,25.70080398,-34.02895812,36,0,0,0,0,0,0
2052,Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180106,Cleanup,,7.462960549,46.93102012,7.462813345,46.9311636,1,0,0,1,0,0,0
2053,Surfers Against Sewage,Netley cricket field shoreline,UK,North-east Atlantic Ocean,15,,,20150510,Cleanup,,-1.35830235,50.87570049,-1.358437098,50.87580145,26,4,0,4,8,0,0
2054,Independent,Formby Beach,UK,North-east Atlantic Ocean,1362,Rural,Sandy,20190117,Cleanup,,-3.098766304,53.56642256,-3.092082265,53.57800981,108,4,2,0,2,0,0
2055,Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20171018,Cleanup,,28.63048,44.31021,28.63005,44.30936,2634,57,69,236,722,767,0
2056,Surfrider Foundation Europe,"Rue du Tumulus, 56680 Gâvres, France",FR,North-east Atlantic Ocean,74,,,20150612,Cleanup,,-3.35452,47.6975,-3.35352,47.6975,250,0,2,0,52,110,0
2057,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20180317,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,133,0,0,0,0,3,0
2058,Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20170525,Cleanup,,8.513088026,47.42847285,8.512952828,47.42936038,7,0,0,0,8,0,0
2059,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170629,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,139,1,10,12,76,10,0
2060,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170606,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,57,20,2,25,8,0,1
2061,Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20171124,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,5,0,0,0,8,0,0
2062,Legambiente Onlus,Spiaggia Marechiaro 2- Anzio (RM),IT,Unknown,100,,,20180418,Monitoring,,0.000113243,0.000372531,0.000113252,0.000372531,450,20,7,6,184,3,0
2063,Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20160711,Monitoring,,11.99125,55.683035,11.99203,55.682251,1,1,0,0,0,0,0
2064,Swiss Litter Report,reuss_hünenberg_eberhardy,CH,,28,Rural,Other (mixed),20170709,Cleanup,,8.401012085,47.23297549,8.401218684,47.23318606,23,0,0,3,0,1,0
2065,Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170530,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,10,0,0,1,8,3,0
2066,Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20171130,Cleanup,,9.081246182,47.67263329,9.081077475,47.67243646,2,0,0,0,0,0,0
2067,Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20170723,Cleanup,,8.8280292,47.67552363,8.828461852,47.67560242,16,0,0,3,12,1,0
2068,Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20170802,Cleanup,,8.717210402,47.69152541,8.715379336,47.69072451,7,1,0,7,0,2,0
2069,Swiss Litter Report,lötschebach_bern_scheurerk,CH,,171,,,20180129,Cleanup,,7.492835886,46.96494599,7.493958992,46.96361098,22,1,0,0,0,0,0
2070,Independent,Woodridge Campus,,Unknown,444,Rural,Other (mixed),20180913,Cleanup,,25.20325384,-33.91798055,25.20104843,-33.91739119,195,8,4,34,0,19,0
2071,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20140905,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,106,0,1,41,20,3,0
2072,Independent,???? - ??????,,Mediterranean Sea,42,Rural,Sandy,20161014,Cleanup,,23.42452159,37.74897601,23.42495397,37.74882973,744,28,15,11,48,64,0
2073,Legambiente Onlus,"Spiaggia Faleriense, Porto SantElpidio (AP)",IT,Mediterranean Sea,100,,,20170426,Monitoring,,13.77774,43.23567,13.77874,43.23567,178,20,7,1,56,11,0
2074,Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20170820,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,17,0,1,0,4,0,0
2075,Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170521,Cleanup,,7.452585674,46.97096722,7.451389792,46.97080631,0,0,0,0,0,0,0
2076,Legambiente Onlus,"Spiaggia Li Ronzi, Casalabate (LE)",IT,Mediterranean Sea,100,,,20140522,Cleanup,,18.13138,40.4912,18.13238,40.4912,85,0,0,0,8,2,0
2077,Swiss Litter Report,katzenbach_zuerich_sanesim,CH,,99,Rural,Other (mixed),20170629,Cleanup,,8.513088026,47.42847285,8.512952828,47.42936038,4,0,0,2,0,1,0
2078,"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20180710,Monitoring,,10.58123183,57.74860901,10.58281088,57.74891554,440,18,5,16,17,58,0
2079,Swiss Litter Report,schiffenensee_duedingen_hirschij,CH,,14,Rural,Sandy,20170627,Cleanup,,7.176437428,46.85915137,7.1764361,46.85902515,8,0,0,1,4,3,0
2080,Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20170915,Cleanup,,10.319994,46.800876,10.320026,46.801537,1,0,0,0,4,0,0
2081,Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180912,Monitoring,,11.99125,55.683035,11.99203,55.682251,4,0,0,1,0,0,0
2082,Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20171227,Cleanup,,8.553682053,47.27269458,8.553417376,47.27282803,29,9,2,10,32,1,2
2083,Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20180315,Cleanup,,7.452585674,46.97096722,7.451389792,46.97080631,15,4,1,3,28,10,0
2084,Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20180114,Cleanup,,9.081246182,47.67263329,9.081077475,47.67243646,38,0,1,5,16,20,0
2085,HCMR@School,???????,GR,Mediterranean Sea,118,Rural,Pebbels,20151128,Cleanup,,23.44015575,37.50209037,23.43899134,37.50257285,338,0,0,0,0,3,0
2086,Surfrider Foundation Europe,"92 Passeggiata delle Sirene, 00040 Lido Di Enea Lavinio, Italie",IT,Mediterranean Sea,84,,,20150509,Cleanup,,12.5894,41.4873,12.5904,41.4873,2268,6,70,0,208,30,0
2087,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20170621,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,159,0,0,14,84,12,0
