Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
1114,Swiss Litter Report,bodensee_altenrhein_caluoria,CH,,20,,,20170405,Cleanup,,9.543966406,47.4865069,9.543909707,47.48633367,151,5,1,1,400,19,4
1115,Swiss Litter Report,limmat_zuerich_suterd&glauserp,CH,,42,,,20170821,Cleanup,,8.513443532,47.39453926,8.5139733,47.3944089,50,1,0,8,20,1,0
1116,Independent,chernomorski solnizi,BG,Black Sea,2332,Urban,Sandy,20160313,Cleanup,,27.48449735,42.5105809,27.49209964,42.53080422,460,14,6,54,80,6,2
1117,Surfrider Foundation Europe,"Hotel Playa Garden - Avinguda Platges de Muro, 07458 Playa de Muro, Espagne",ES,Mediterranean Sea,86,,,20150517,Cleanup,,3.12475,39.7902,3.12575,39.7902,276,0,10,0,164,28,0
1118,Surfrider Foundation Europe,"Viale Nettuno Lido di Metaponto, 75012 Lido di Metaponto, Italie",IT,Mediterranean Sea,86,,,20150426,Cleanup,,16.8366,40.3594,16.8376,40.3594,1505,13,40,0,800,300,0
1119,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20171130,Cleanup,,7.108311404,47.03839843,7.107976582,47.03861686,170,29,4,0,36,0,0
1120,Surfrider Foundation Europe,"5 Impasse des Courlis, 56370 Le Tour-du-Parc, France",FR,North-east Atlantic Ocean,75,,,20150514,Cleanup,,-2.64907,47.5183,-2.64807,47.5183,80,0,0,0,40,10,0
1121,Independent,Playa Jardín,ES,North-east Atlantic Ocean,646,,,20150918,Cleanup,,-16.55887407,28.41412977,-16.56414547,28.41103601,1,0,0,0,0,0,0
1122,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20180121,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,137,4,0,11,240,46,0
1123,Perseus,Faliron Beach,GR,Mediterranean Sea,155,Urban,Other (mixed),20130921,Cleanup,,23.66815733,37.94073153,23.66645466,37.94101575,2138,1446,4,954,320,162,0
1124,Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20171029,Cleanup,,8.8280292,47.67552363,8.828461852,47.67560242,1,0,0,0,0,0,0
1125,Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20170525,Cleanup,,6.154318667,46.17849118,6.154981568,46.17828964,88,4,0,5,0,0,0
1126,Surfrider Foundation Europe,"Spiaggia Pane e Pomodoro, 70126 Bari, Italie",IT,Mediterranean Sea,102,Urban,Sandy,20161016,Cleanup,,16.89053598,41.1187169,16.8916838,41.11842625,6878,0,8,13,76,24,1
1127,Legambiente Onlus,"Spiaggia di Levante (la spiaggetta), Terracina (LT)",IT,Unknown,100,,,20180412,Monitoring,,0.000119099,0.000370881,0.000119108,0.000370881,1162,163,79,67,316,21,6
1128,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20180128,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,6,0,0,0,0,0,0
1129,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20170826,Cleanup,,7.108311404,47.03839843,7.107976582,47.03861686,67,4,7,3,12,11,0
1130,Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20171027,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,51,4,0,4,8,86,0
1131,Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20170410,Cleanup,,8.698713288,47.21764584,8.698372227,47.21772673,89,16,2,55,68,6,0
1132,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20160423,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,94,5,1,4,4,32,9000
1133,Plastic Change,Gundsølille,DK,North-east Atlantic Ocean,100,Rural,Rocky,20160428,Monitoring,,12.107316,55.710286,12.10888983,55.71042218,8,0,0,0,4,18,0
1134,Surfrider Foundation Europe,"Galéria, 20245 Galéria, France",FR,Mediterranean Sea,82,,,20150506,Cleanup,,8.64973,42.409,8.65073,42.409,170,4,5,0,120,30,0
1135,Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20171016,Cleanup,,7.488301149,46.9235719,7.488904817,46.92352772,1,0,0,1,0,0,0
1136,Hold Danmark Rent,Søndre Strand Køge,DK,Baltic Sea,259,,,20131021,Cleanup,,12.1964325,55.45170913,12.19645106,55.44938322,188,2,12,17,88,9,0
1137,Swiss Litter Report,Reuss_St.Karli_LinigerS/ImhofY,CH,,14,,,20170707,Cleanup,,8.287914508,47.05711183,8.287949971,47.05698005,25,4,0,7,40,4,0
1138,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20161005,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,19,4,0,2,4,0,0
1139,Independent,Woodridge Campus,,Unknown,444,Rural,Other (mixed),20180913,Cleanup,,25.20325384,-33.91798055,25.20104843,-33.91739119,243,0,19,113,61,24,0
1140,Surfrider Foundation Europe," Les Salins du Lion, 13127 Vitrolles, France",FR,Mediterranean Sea,81,,,20150321,Cleanup,,5.22488,43.4515,5.22588,43.4515,8,4,0,0,4,0,0
1141,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150402,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,41,13,5,4,5,17,0
1142,Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20180927,Cleanup,,28.57783,43.7486,28.57829,43.74774,2710,10,27,62,340,21,2
1143,Independent,krapetz,BG,Black Sea,5850,Rural,Sandy,20151203,Cleanup,,28.56499841,43.69553762,28.57414301,43.64330918,210,24,3,24,26,11,3
1144,Independent,Fotini,GR,Mediterranean Sea,125,Urban,Pebbels,20140711,Cleanup,,23.60683417,38.4743793,23.60542774,38.47442249,2,0,1,0,0,0,0
1145,Institute for Water of the Republic of Slovenia,Piran 1,SI,Mediterranean Sea,253,Urban,Pebbels,20130823,Cleanup,,13.57810577,45.5264048,13.57539835,45.52767262,196,0,1,2,8,13,0
1146,Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20171123,Cleanup,,8.769881407,47.23464309,8.770014323,47.2345991,60,0,0,3,56,9,2
1147,Surfrider Foundation Europe,"10 Rue Paul-Emile Victor, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20160320,Cleanup,,-0.247527,49.2795,-0.246527,49.2795,327,6,66,0,20,3,0
1148,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20171127,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,16,0,5,0,28,3,0
1149,European Environment Agency (EEA),Stevns 7,DK,Baltic Sea,92,,Pebbels,20130627,Cleanup,,12.3966719,55.25428556,12.39561575,55.25370784,181,4,0,17,128,0,0
1150,Legambiente Onlus,"Spiaggia di Pioppi, Salerno",IT,Mediterranean Sea,100,,,20170429,Monitoring,,15.08983,40.17382,15.09083,40.17382,285,0,3,23,4,13,0
1151,Independent,hh,DK,North-east Atlantic Ocean,111,,,20161018,Cleanup,,9.49302547,57.20336358,9.494532955,57.20395203,0,0,0,0,0,0,0
1152,HELMEPA - Hellenic Marine Environment Protection Association,Agia Marina 1,GR,Mediterranean Sea,76,Rural,Other (mixed),20160924,Monitoring,,23.86294043,37.80229008,23.86373621,37.80202788,303,0,2,0,0,3,0
1153,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20171103,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,6,1,1,12,0,1,0
1154,Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20170426,Monitoring,,11.99125,55.683035,11.99203,55.682251,9,0,1,16,12,72,0
1155,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20181006,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,14,1,0,8,12,13,0
1156,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20170518,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,16,0,1,0,60,13,0
1157,Independent,Dead Man's,IE,North-east Atlantic Ocean,143,,,20160112,Cleanup,,-9.035884677,53.26939689,-9.033836518,53.2689628,246,16,10,2,644,5,1
1158,Independent,Faros Beach,GR,Mediterranean Sea,223,Rural,Other (mixed),20160917,Cleanup,,20.70148234,39.00083188,20.70015807,38.99911679,307,0,4,3,92,35,0
1159,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20170512,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,18,0,1,0,24,1,0
1160,Swiss Litter Report,reuss_hünenberg_eberhardy,CH,,28,Rural,Other (mixed),20170509,Cleanup,,8.401012085,47.23297549,8.401218684,47.23318606,24,4,0,3,4,4,0
1161,Legambiente Onlus,Genova Sturla beach,IT,Mediterranean Sea,98,Urban,Sandy,20161119,Monitoring,,8.985016,44.392116,8.983783,44.39215,247,4,4,23,23,1,0
1162,Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20160711,Monitoring,,12.04382643,55.67119801,12.04366129,55.67030767,2,0,2,0,8,4,0
1163,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20190417,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,44,0,1,4,4,27,0
1164,Swiss Litter Report,Sense_Törishaus_g-cubes,CH,,41,Rural,Pebbels,20171125,Cleanup,,7.353188932,46.88312064,7.353139568,46.88348981,45,0,2,3,28,0,3
1165,Surfrider Foundation Europe,"34 Boulevard de la Mer, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150321,Cleanup,,-1.95575,46.6952,-1.95475,46.6952,209,0,3,0,8,0,0
1166,Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170716,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,18,0,0,1,16,0,0
1167,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20160625,Monitoring,,12.12396176,54.80588175,12.12483001,54.80663181,66,0,0,3,16,51,60
1168,Independent,Praa Sands,UK,North-east Atlantic Ocean,1511,,,20150328,Cleanup,,-5.374971512,50.09744181,-5.394523717,50.10293096,104,0,7,0,0,0,0
1169,Perseus,IMS-METU beach,TR,Mediterranean Sea,835,Near river mouth,Sandy,20141128,Cleanup,,34.25614943,36.56645545,34.26167939,36.57244546,177,0,6,0,0,0,0
1170,DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20150318,Monitoring,,13.62293341,45.53586968,13.62184979,45.53643754,559,22,27,12,32,129,0
1171,Swiss Litter Report,greifensee_fällanden_meistery,CH,,57,,,20170405,Cleanup,,8.653722816,47.36093814,8.653419634,47.36140592,144,0,0,0,0,1,0
1172,Surfrider Foundation Europe,"Plage de Tsirangoty, Ambovomb Ambovombe, Madagascar",Int,,186,,,20150525,Cleanup,,46.09,-25.1717,46.091,-25.1717,1068,0,37,0,24,6,0
1173,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20180226,Cleanup,,7.587948481,47.59115102,7.58783016,47.59090377,105,4,0,11,68,7,0
1174,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20170730,Cleanup,,7.610348826,47.55821758,7.609944468,47.5580976,0,0,0,0,0,0,0
1175,DeFishGear - Slovenia,Stjuza - Soline,SI,Mediterranean Sea,612,Urban,Pebbels,20170923,Cleanup,,13.60276869,45.52918533,13.60886267,45.52572784,1208,14,40,98,192,104,0
1176,Plastic Change,Selsø,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180419,Monitoring,,11.995539,55.732848,11.996107,55.732007,1,0,0,0,0,0,0
1177,Independent,Thisted  bredning,DK,North-east Atlantic Ocean,379,Urban,Rocky,20140509,Cleanup,,8.672100568,56.95225421,8.667393454,56.94999791,160,0,3,0,0,0,0
1178,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20170925,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,10,0,0,0,0,0,0
1179,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170831,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,7,0,0,0,4,1,0
1180,Surfrider Foundation Europe,"WESTWIND, Falckensteiner Strand 87, 24159 Kiel, Allemagne",DE,Baltic Sea,64,,,20150607,Cleanup,,10.1902,54.4005,10.1912,54.4005,190,0,0,0,0,0,0
1181,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20180308,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,38,0,7,6,60,33,0
1182,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20180701,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,23,5,0,3,0,1,0
1183,Swiss Litter Report,Aare_Bern_CaveltiN,CH,,28,,,20170506,Cleanup,,7.473319098,46.92357879,7.473638345,46.92344362,29,0,1,2,16,7,0
1184,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20170602,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,28,1,0,6,4,0,0
1185,Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20170416,Cleanup,,7.657882391,46.7044368,7.658185572,46.70428087,24,0,5,2,12,6,0
1186,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170907,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,63,0,0,9,52,0,1
1187,Legambiente Onlus,"Spiaggia Isola delle Correnti, Portopalo di Capo Passero (SR)",IT,Mediterranean Sea,100,,,20150509,Monitoring,,15.0802,36.64875,15.0812,36.64875,251,4,3,5,9,11,0
1188,Legambiente Onlus,Spiaggia di Voltri,IT,Mediterranean Sea,105,Near river mouth,Pebbels,20161126,Monitoring,,8.742797,44.426847,8.74409,44.427032,404,44,23,0,324,0,0
1189,HELMEPA - Hellenic Marine Environment Protection Association,Agia Galini port,GR,Mediterranean Sea,105,,Sandy,20141005,Cleanup,,24.68978993,35.09539001,24.68867826,35.09524531,79,0,1,0,0,10,0
1190,Swiss Litter Report,töss_kollbrunn_bürgid,CH,,104,Rural,Other (mixed),20170830,Cleanup,,8.779680032,47.45456979,8.780936622,47.45497142,10,0,0,1,0,0,0
1191,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20170528,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,18,4,3,3,32,3,0
1192,Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20170927,Cleanup,,9.431144031,47.52088875,9.431524898,47.52098032,23,0,0,1,16,0,0
1193,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170802,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,45,0,3,13,140,7,0
1194,Surfrider Foundation Europe,"191-223 Regattastraße, 12527 Berlin, Allemagne",Int,,67,,,20150502,Cleanup,,13.5879,52.4124,13.5889,52.4124,137,20,0,0,0,4,0
1195,Independent,silver strand 1000,IE,North-east Atlantic Ocean,446,,,20150407,Cleanup,,-9.885489777,53.64597936,-9.888752115,53.64950231,3,0,1,0,0,0,0
1196,Surfrider Foundation Europe,"Strandweg 66, 23730 Rettin, Allemagne",DE,Baltic Sea,65,,,20150321,Cleanup,,10.8868,54.0928,10.8878,54.0928,1391,0,4,0,56,45,0
1197,Perseus,Mangalia - Diana beach,RO,Black Sea,2121,Urban,Sandy,20141007,Cleanup,,28.59277312,43.82814497,28.58918661,43.80923706,119,0,0,0,16,0,0
1198,Surfrider Foundation Europe,"Grande plage, 44760 La Bernerie-en-Retz, France",FR,North-east Atlantic Ocean,75,,,20150328,Cleanup,,-2.0382,47.0814,-2.0372,47.0814,1720,6,18,0,12,7,0
1199,Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170917,Cleanup,,8.857837298,46.69827386,8.857601957,46.69822323,3,0,1,1,0,2,0
1200,Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20171024,Cleanup,,7.624537223,46.77424307,7.624330563,46.77423203,8,0,0,49,4,0,0
1201,"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20160703,Monitoring,,10.58123183,57.74860901,10.58281088,57.74891554,267,12,2,3,4,2,390
1202,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20171231,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,6,0,0,0,8,0,0
1203,Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180128,Cleanup,,9.340103749,47.42516095,9.340115386,47.42503771,6,8,4,1,184,24,0
1204,Independent,sihl_leimbach_kruegerm,,,27,Urban,Pebbels,20180126,Cleanup,,8.51918985,47.32567969,8.519101072,47.32544824,1,0,0,0,20,16,0
1205,Swiss Litter Report,lacléman_vidy_santie,CH,,27,,,20180226,Cleanup,,6.589607778,46.51831778,6.589910971,46.51844939,80,4,0,5,40,111,0
1206,Legambiente Onlus,"Lido Venere, Agropoli (SA)",IT,Mediterranean Sea,100,,,20170429,Monitoring,,15.00143,40.37683,15.00243,40.37683,94,5,7,0,0,1,0
1207,Legambiente Onlus,Baia Trentova Agropoli (SA),IT,Unknown,100,,,20180413,Monitoring,,0.000134499,0.000362416,0.000134508,0.000362416,198,24,4,32,92,8,3
1208,Swiss Litter Report,lacléman_vidy_santie,CH,,27,,,20170721,Cleanup,,6.589607778,46.51831778,6.589910971,46.51844939,179,3,0,5,28,37,0
1209,Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20170623,Cleanup,,8.516696451,47.33958832,8.516876114,47.34000227,4,0,0,4,0,0,0
1210,Legambiente Onlus,"Spiaggia di Barcarello, Palermo  (PA)",IT,Mediterranean Sea,100,,,20140518,Cleanup,,13.28226,38.20716,13.28326,38.20716,810,84,7,31,202,250,0
1211,Surfrider Foundation Europe,"Plage de la Courtade Hy?res, 83400 Hy?res, France",FR,Mediterranean Sea,82,,,20150326,Cleanup,,6.20781,43.0019,6.20881,43.0019,2835,0,5,0,12,58,0
1212,Surfers Against Sewage,Netley Royal Victoria country park,UK,North-east Atlantic Ocean,141,,,20150510,Cleanup,,-1.347599048,50.86798198,-1.34927431,50.86869209,36,0,0,5,8,0,0
1213,Surfrider Foundation Europe,"18 Strada Statale 18, 88022 88022, Italie",IT,Mediterranean Sea,88,,,20150517,Cleanup,,16.2211,38.8384,16.2221,38.8384,389,20,10,0,80,10,0
1214,Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180324,Cleanup,,9.340103749,47.42516095,9.340115386,47.42503771,4,0,2,2,72,99,0
1215,Swiss Litter Report,aare_köniz_hoppej,CH,,22,,,20171023,Cleanup,,7.458170283,46.9345885,7.458467186,46.93457381,12,0,2,1,48,5,0
1216,Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20180130,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,85,13,1,1,4,82,0
1217,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20180119,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,18,0,1,1,4,3,0
1218,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20170406,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,202,5,0,16,26,6,1337
1219,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170601,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,31,4,4,10,32,0,0
1220,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20180126,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,84,14,4,10,44,12,0
1221,Surfrider Foundation Europe,"RUE AFAERIRII, 98716 PIRAE, Polyn?sie fran?aise",Int,,174,,,20150313,Cleanup,,-149.551,-17.5257,-149.55,-17.5257,399,0,0,0,220,50,0
1222,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170923,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,29,0,3,4,4,2,1
1223,Independent,Praia da Cabana do Pescador,PT,North-east Atlantic Ocean,679,Rural,Sandy,20140805,Cleanup,,-9.214675578,38.6101649,-9.211504647,38.60459478,39,0,0,0,0,0,0
1224,Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20170507,Cleanup,,8.516696451,47.33958832,8.516876114,47.34000227,0,0,0,0,0,0,0
1225,Surfrider Foundation Europe,"La Belle Fontaine Le Palais, 56360 Le Palais, France",FR,North-east Atlantic Ocean,75,,,20150619,Cleanup,,-3.14718,47.3337,-3.14618,47.3337,70,0,0,0,0,60,0
1226,Swiss Litter Report,Emme_Utzenstorf_Grüttert,CH,,9,Rural,Other (mixed),20180130,Cleanup,,7.539627,47.123696,7.53951,47.12369645,2,0,0,0,8,0,0
1227,Swiss Litter Report,Lacléman_Gland_LecoanetS,CH,,85,,,20171010,Cleanup,,6.281958615,46.40281064,6.281908085,46.40357722,58,8,1,0,16,4,0
1228,Perseus,Mangalia 1,RO,Black Sea,2081,Urban,Sandy,20150319,Cleanup,,28.58960172,43.80935175,28.59300129,43.82791516,1,0,0,0,0,0,0
1229,DeFishGear - Slovenia,Debeli rtic 2 MLW Month,SI,Mediterranean Sea,109,Rural,Pebbels,20170923,Cleanup,,13.70469429,45.59241451,13.70400764,45.59155864,172,0,3,6,32,391,0
1230,Plastic Change,Roskilde Vig Syd,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180404,Monitoring,,12.06463072,55.656057,12.066131,55.65575,18,0,0,0,4,12,0
1231,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20180130,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,26,0,3,8,48,0,0
1232,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20171019,Cleanup,,8.689797231,47.35012739,8.689775815,47.3498032,19,0,1,8,0,1,0
1233,Coder Dojo Dunmore East,Councillors Strand,IE,North-east Atlantic Ocean,120,Urban,Sandy,20190309,Cleanup,,-6.992561197,52.15540616,-6.990807444,52.15530335,17,0,0,0,0,0,0
1234,Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20180331,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,50,5,48,4,56,9,0
1235,Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170412,Cleanup,,9.358074695,47.43329174,9.358549716,47.43350793,76,0,5,1,56,0,0
1236,Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20170829,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,73,13,54,7,108,10,0
1237,Independent,Fonte da Telha,PT,North-east Atlantic Ocean,450,Rural,Sandy,20161001,Cleanup,,-9.189903473,38.55838159,-9.188484689,38.55448598,1622,0,6,0,0,0,0
1238,Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20170614,Cleanup,,9.299551653,47.12182823,9.299250399,47.12170236,173,4,1,9,16,0,0
1239,Swiss Litter Report,reuss_hünenberg_eberhardy,CH,,28,Rural,Other (mixed),20171031,Cleanup,,8.401012085,47.23297549,8.401218684,47.23318606,6,4,0,2,4,0,0
1240,Black Sea NGO Network,Shkorpilovtsi,BG,Black Sea,162,Rural,Sandy,20180325,Monitoring,,27.89891667,42.95565,27.89926667,42.95421667,631,0,4,1,20,41,0
1241,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_1,CH,,23,,,20170403,Cleanup,,8.418568937,47.04453213,8.418664934,47.04472764,5,0,1,0,4,0,0
1242,Surfrider Foundation Europe,"via lungomare di pegli, 16155 Genova, Italie",IT,Mediterranean Sea,79,,,20150418,Cleanup,,8.81444,44.4253,8.81544,44.4253,0,0,0,0,0,15,0
1243,Surfers Against Sewage,Hamble common foreshore,UK,North-east Atlantic Ocean,574,,,20150317,Cleanup,,-1.314238082,50.8498302,-1.321767087,50.85195698,59,0,6,11,4,6,0
1244,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20171231,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,5,0,1,2,12,2,3
1245,Swiss Litter Report,Birs_Basel_GrunerN,DE,,34,Urban,Pebbels,20171029,Cleanup,,7.622198822,47.55112758,7.621976494,47.55139102,154,0,1,23,92,15,0
1246,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180709,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,83,5,0,2,4,1,14
1247,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20180101,Cleanup,,8.689797231,47.35012739,8.689775815,47.3498032,0,0,0,0,0,0,0
1248,Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20140408,Cleanup,,28.65538,44.19412,28.65575,44.19321,857,156,135,81,437,37,0
1249,Swiss Litter Report,sorne_birse_WWFJura,CH,,16,Urban,Pebbels,20170409,Cleanup,,7.360909917,47.37098681,7.360815605,47.37111893,11,0,1,3,28,21,0
1250,Swiss Litter Report,zuerichsee_staefa_hennm,CH,,11,,,20170818,Cleanup,,8.769881407,47.23464309,8.770014323,47.2345991,52,4,0,4,12,8,1
1251,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170815,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,49,0,0,1,20,316,0
1252,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170529,Cleanup,,9.436171386,47.50629918,9.436930447,47.50564823,139,2,0,10,12,5,0
1253,Swiss Litter Report,Mammern swisslitterreport,DE,,375,Rural,Pebbels,20171201,Cleanup,,8.955316774,47.65583658,8.951153569,47.65394064,0,0,0,0,0,0,0
1254,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170507,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,20,0,0,0,4,0,0
1255,Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20180228,Cleanup,,9.431144031,47.52088875,9.431524898,47.52098032,10,0,0,0,4,0,0
1256,Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20170731,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,46,16,31,3,92,5,0
1257,Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20171217,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,20,0,0,0,4,0,0
1258,Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20170728,Cleanup,,8.717210402,47.69152541,8.715379336,47.69072451,0,0,0,0,0,0,0
1259,ocean-R-evolution.com,cleanuptravels.com,DE,,133,Urban,Pebbels,20170326,Cleanup,,9.237624267,47.63259335,9.235915846,47.63293966,51,9,5,3,36,6,1
