"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
41067,"Sahibzada Ajit Singh Nagar, Punjab, India","Punjab, India",India,"30.7134, 76.70969","Land (beach, shoreline and inland)",2018-08-17,,1,0,1,1.84,0.0108,0,0,4,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,19
41428,"Thane, Maharashtra, India","Maharashtra, India",India,"19.29512, 72.86829","Land (beach, shoreline and inland)",2018-08-27,"Mira Road east",1,0,1,2.58,0.0053,0,4,1,1,0,1,0,0,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,23
41592,"Kanchipuram, Tamil Nadu, India","Tamil Nadu, India",India,"12.63974, 80.20374","Land (beach, shoreline and inland)",2018-09-01,1,10,0,10,21.56,0.3811,0,9,7,10,2,21,0,3,19,5,27,24,7,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,3,24,0,0,0,0,1,0,0,22,230
41770,"Mumbai, Maharashtra, India","Maharashtra, India",India,"19.03672, 72.83829","Land (beach, shoreline and inland)",2018-09-05,Dow,1,0,1,0.17,0.1341,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8
41772,"Mumbai, Maharashtra, India","Maharashtra, India",India,"19.03631, 72.8389","Land (beach, shoreline and inland)",2018-09-05,Dow,75,0,75,88.03,4.5701,0,0,2613,18,0,401,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630
41820,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.10278, 72.87845","Land (beach, shoreline and inland)",2018-09-06,,1,0,1,0.07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
41821,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.10278, 72.87845","Land (beach, shoreline and inland)",2018-09-06,,1,0,1,0.07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
42637,"Ramanathapuram, Tamil Nadu, India","Tamil Nadu, India",India,"9.31119, 79.01795","Land (beach, shoreline and inland)",2018-09-15,"Indian Navy ",150,0,150,12.96,0.4942,0,0,3,3,1,17,0,1,3,0,17,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,88
48050,"Vadodara, Gujarat, India","Gujarat, India",India,"21.8977, 73.07183","Land (beach, shoreline and inland)",2018-09-16,"Amcor Baroda Team",42,0,42,161.43,17.0003,0,16,0,42,0,1,0,0,0,1,508,211,62,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,125,0,0,0,0,21,0,0,31,1141
48302,"Yanam, Puducherry, India","Puducherry, India",India,"11.80966, 79.77963","Land (beach, shoreline and inland)",2018-09-15,"AMCOR - PUDUCHERRY - INDIA",44,0,44,303.32,0.0097,0,14,621,43,30,55,0,62,35,0,79,236,2,204,0,0,0,146,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,179,2053
48338,"Yanam, Puducherry, India","Puducherry, India",India,"11.80994, 79.77895","Land (beach, shoreline and inland)",2018-09-15,"AMCOR - CUDDALORE - INDIA",24,0,24,122.3,0,0,24,185,119,135,34,0,121,20,4,93,75,15,54,0,0,0,105,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1222
48656,"Yanam, Puducherry, India","Puducherry, India",India,"11.853627712135, 79.811661277771","Land (beach, shoreline and inland)",2018-09-15,"Nallavadu Beach",44,0,44,1525.6,1.68,49,14,621,43,30,55,39,62,32,75,79,236,2,94,204,64,37,60,49,21,128,24,95,0,0,22,32,0,17,0,0,0,5,1,8,4,17,0,0,0,71,0,15,0,103,17,70,2446
48658,"Cuddalore, Tamil Nadu, India","Tamil Nadu, India",India,"11.661882382042, 79.748200217212","Land (beach, shoreline and inland)",2018-09-15,"Sothikuppam Beach, Cuddalore",24,0,24,456.36,0.87,21,24,185,117,135,34,31,121,20,4,93,67,15,15,39,36,12,72,21,5,38,25,30,0,0,0,25,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,15,90,1365
51161,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.075869756515, 72.897665642187","Land (beach, shoreline and inland)",2018-10-03,"Mumbai- DOW",80,0,80,772,0.25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52090,"Pune, Maharashtra, India","Maharashtra, India",India,"18.516188468844, 73.854727653906","Land (beach, shoreline and inland)",2018-09-15,"Amcor-Chakan India",7,1,8,125,2,6,12,15,22,0,53,27,31,23,30,36,33,7,38,43,38,33,32,28,0,0,0,0,0,3,30,20,3,32,0,0,17,0,0,32,0,0,0,0,0,0,0,0,0,52,42,42,774
52091,"Pune, Maharashtra, India","Maharashtra, India",India,"18.516188468844, 73.854727653906","Land (beach, shoreline and inland)",2018-09-15,"Amcor- Chakan India",9,0,9,223,2,13,13,15,7,5,15,23,25,13,5,20,18,25,15,22,20,20,18,10,10,5,0,0,0,0,13,20,13,18,0,13,10,20,0,30,0,5,0,0,0,18,0,0,0,15,30,45,554
52092,"Pune, Maharashtra, India","Maharashtra, India",India,"18.516188468844, 73.854727653906","Land (beach, shoreline and inland)",2018-09-15,"Amcor- Chakan India",11,0,11,131,2,9,8,11,2,7,15,17,10,26,23,14,17,6,15,10,7,20,25,13,2,5,0,3,0,3,6,12,3,20,0,1,4,0,0,11,3,2,0,0,0,2,2,0,0,13,25,36,399
54046,"Bangalore Urban, Karnataka, India","Karnataka, India",India,"12.87947, 77.64426","Land (beach, shoreline and inland)",2018-10-27,,1,0,1,0,0.0041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54136,"Thane, Maharashtra, India","Maharashtra, India",India,"19.29513, 72.86823","Land (beach, shoreline and inland)",2018-10-28,"Mira Road east",1,0,1,1.99,0.0092,0,11,0,3,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,28
55650,"Tiruvallur, Tamil Nadu, India","Tamil Nadu, India",India,"13.03094, 80.18452","Land (beach, shoreline and inland)",2018-11-17,6,34,0,34,30.95,0.0317,0,0,16,23,10,9,0,0,17,0,34,40,4,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27,274
56218,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.10198, 72.92248","Land (beach, shoreline and inland)",2018-11-25,"Mithi river clean up",1,0,1,9.02,0,0,4,77,9,4,3,0,6,6,6,3,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,0,0,0,0,2,0,0,3,173
57267,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5203, 73.8567","Land (beach, shoreline and inland)",2018-04-16,"Bund Garden-Global Shapers",30,0,30,181.818,4.828,0,72,200,0,0,0,0,0,0,0,0,0,0,450,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807
57268,"Pune, Maharashtra, India","Maharashtra, India",India,"18.32, 73.52","Land (beach, shoreline and inland)",2018-09-15,"Kalyani Nagar-NGO",280,0,280,422.727,8.047,0,122,180,0,0,0,0,0,0,0,0,0,0,276,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767
57269,"Pune, Maharashtra, India","Maharashtra, India",India,"18.55034, 73.80865","Land (beach, shoreline and inland)",2018-07-08,Khadakwasla-Defence,120,0,120,340.909,11.265,0,18,45,0,0,0,0,0,0,0,0,0,0,72,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
57270,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5325, 73.8558","Land (beach, shoreline and inland)",2018-03-11,"Sangamwadi-Sea Cadet Corp",220,0,220,545.455,8.047,0,56,38,0,0,0,0,0,0,0,0,0,0,289,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
57271,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5171, 73.8448","Land (beach, shoreline and inland)",2018-10-29,"Z Bridge-Black and Vaetch",45,0,45,136.364,4.828,0,28,66,0,0,0,0,0,0,0,0,0,0,140,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
57272,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5203, 73.8567","Land (beach, shoreline and inland)",2018-10-29,"Bund Garden-IWC Poona Downtown with Anjuman-I-Islam",100,0,100,363.636,3.219,0,34,87,0,0,0,0,0,0,0,0,0,0,138,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
57273,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5203, 73.8567","Land (beach, shoreline and inland)",2018-09-15,"Bund Garden-RC Poona Downtown",5,0,5,13.636,1.207,0,12,22,0,0,0,0,0,0,0,0,0,0,48,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
57274,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5325, 73.8558","Land (beach, shoreline and inland)",2018-10-29,"Sangamwadi-Pune University, Dept of Defence & Strategic Studies",7,0,7,12.727,3.219,0,11,22,0,0,0,0,0,0,0,0,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
57275,"Pune, Maharashtra, India","Maharashtra, India",India,"18.5203, 73.8567","Land (beach, shoreline and inland)",2018-11-03,"Bund Garden-Hope",80,0,80,91.364,8.047,0,26,88,0,0,0,0,0,0,0,0,0,0,98,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
57276,"Pune, Maharashtra, India","Maharashtra, India",India,"18.7219626, 73.3955276","Land (beach, shoreline and inland)",2018-10-29,"Bushi Dam-School",65,0,65,59.091,3.219,0,15,40,0,0,0,0,0,0,0,0,0,0,53,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
57277,"Mumbai Suburban, Maharashtra, India",,India,"19.177598, 72.795582","Land (beach, shoreline and inland)",2018-10-29,"Aksa Beach-Environmental Resources Management (ERM)",25,0,25,35.455,4.828,0,28,22,0,0,0,0,0,0,0,0,0,0,65,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
57278,"Mumbai, Maharashtra, India","Maharashtra, India",India,"18.954666, 72.811505","Land (beach, shoreline and inland)",2018-10-29,"Chowpatty & Juhu Beach-Global Pathways Institute",20,0,20,25,4.023,0,0,30,0,0,0,0,0,0,0,0,0,0,78,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
57279,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.1, 72.83","Land (beach, shoreline and inland)",2018-10-29,"Juhu Beach-Black & Veatch Pvt. Ltd",110,0,110,40.909,4.828,0,80,57,0,0,0,0,0,0,0,0,0,0,157,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
57280,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.05, 72.84","Land (beach, shoreline and inland)",2018-10-29,"Bandra Carter Road-Corporate",35,0,35,31.818,4.828,0,0,22,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
57281,"Mumbai Suburban, Maharashtra, India",,India,"19.19759045, 72.79641867","Land (beach, shoreline and inland)",2018-11-04,"Marve Beach-Corporate",85,0,85,56.818,3.219,0,67,17,0,0,0,0,0,0,0,0,0,0,98,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
57282,"Mumbai Suburban, Maharashtra, India",,India,"19.14040447, 72.80307055","Land (beach, shoreline and inland)",2018-11-04,Versova-Bank,120,0,120,104.545,3.219,0,0,34,0,0,0,0,0,0,0,0,0,0,112,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
57283,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.098326, 72.826164","Land (beach, shoreline and inland)",2018-11-04,"Juhu Beach-OBEROI INTERNATIONAL",280,0,280,363.636,8.047,0,98,38,0,0,0,0,0,0,0,0,0,0,89,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
57284,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.06435639, 72.8226614","Land (beach, shoreline and inland)",2018-10-29,"Bandra Carter Road-Trustee, CMCA ",122,0,122,113.636,8.047,0,76,56,0,0,0,0,0,0,0,0,0,0,198,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
57285,"Mumbai, Maharashtra, India","Maharashtra, India",India,"19.0213, 72.8424","Land (beach, shoreline and inland)",2018-11-11,"Dadar Chowpaty-RBS",23,0,23,38.636,2.414,0,64,67,0,0,0,0,0,0,0,0,0,0,116,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
57286,"Mumbai Suburban, Maharashtra, India",,India,"19.197013, 72.796762","Land (beach, shoreline and inland)",2018-11-04,"Malad Marve Beach-School",85,0,85,172.727,4.828,0,22,89,0,0,0,0,0,0,0,0,0,0,90,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
57287,"Solapur, Maharashtra, India","Maharashtra, India",India,"17.6599, 75.9064","Land (beach, shoreline and inland)",2018-11-24,"Kambar Talav-Ramdas Tukaram Kokare",45,0,45,38.636,8.047,0,12,53,0,0,0,0,0,0,0,0,0,0,66,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
57288,"Nagpur, Maharashtra, India","Maharashtra, India",India,"21.1327431, 79.04600859","Land (beach, shoreline and inland)",2018-09-15,Nagpur-School,22,0,22,36.364,4.023,0,19,56,0,0,0,0,0,0,0,0,0,0,89,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
57289,"Raigad, Maharashtra, India","Maharashtra, India",India,"18.7412, 73.2345","Land (beach, shoreline and inland)",2018-11-04,"Bushi Dam-INS SHIVAJI",170,0,170,272.727,3.107,0,57,80,0,0,0,0,0,0,0,0,0,0,150,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632
57290,"Pune, Maharashtra, India","Maharashtra, India",India,"18.75793938, 73.40547591","Land (beach, shoreline and inland)",2018-11-04,Lonavala-Municpality,55,0,55,90.909,1.553,0,25,50,0,0,0,0,0,0,0,0,0,0,98,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
57291,"Pune, Maharashtra, India","Maharashtra, India",India,"18.7481, 73.4072","Land (beach, shoreline and inland)",2018-11-04,"Cathedral Vidya School",60,0,60,63.636,1.243,0,22,45,0,0,0,0,0,0,0,0,0,0,160,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
57292,"Kolhapur, Maharashtra, India","Maharashtra, India",India,"16.70798759, 74.21856344","Land (beach, shoreline and inland)",2018-11-11,"Rankala Lake-School",40,0,40,81.818,2.485,0,27,87,0,0,0,0,0,0,0,0,0,0,82,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
57293,"Kolhapur, Maharashtra, India","Maharashtra, India",India,"16.6917, 74.2333","Land (beach, shoreline and inland)",2018-11-11,"Jayanti Nala-NGO",38,0,38,47.727,2.485,0,18,62,0,0,0,0,0,0,0,0,0,0,98,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
57294,"Ratnagiri, Maharashtra, India",,India,"17.48734089, 73.18486691","Land (beach, shoreline and inland)",2018-11-11,"Guhagar Beach-Tech College",45,0,45,72.727,1.864,0,16,28,0,0,0,0,0,0,0,0,0,0,86,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
57295,"Raigad, Maharashtra, India","Maharashtra, India",India,"18.79165366, 73.34260762","Land (beach, shoreline and inland)",2018-11-04,Khapoli-Academy,22,0,22,36.364,1.243,0,33,34,0,0,0,0,0,0,0,0,0,0,56,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
57296,"North Goa, Goa, India","Goa, India",India,"15.48176433, 73.80709648","Land (beach, shoreline and inland)",2018-11-11,"Miramar-Hotel / School",15,0,15,31.818,1.243,0,12,25,0,0,0,0,0,0,0,0,0,0,14,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
57297,"North Goa, Goa, India","Goa, India",India,"15.482653, 73.807352","Land (beach, shoreline and inland)",2018-11-04,"Vagator and Chapora-Hotel",45,0,45,72.727,1.864,0,22,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
57298,"South Goa, Goa, India","Goa, India",India,"14.99776897, 74.03343201","Land (beach, shoreline and inland)",2018-11-04,"Patnem Beach/ Cancona-School/ Hotel",25,0,25,40.909,1.864,0,14,14,0,0,0,0,0,0,0,0,0,0,18,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
57299,"Amritsar, Punjab, India","Punjab, India",India,"31.5199, 75.2913","Land (beach, shoreline and inland)",2018-11-24,"Beas River-DERA",180,0,180,29.545,1.864,0,0,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
57300,"Ludhiana, Punjab, India","Punjab, India",India,"30.99263837, 75.79407692","Land (beach, shoreline and inland)",2018-10-28,"Sutlej River-BCM ARYA +5 SCHOOLS",60,0,60,34.091,3.107,0,7,14,0,0,0,0,0,0,0,0,0,0,49,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
57301,"Gurdaspur, Punjab, India","Punjab, India",India,"32.02030254, 75.46637535","Land (beach, shoreline and inland)",2018-11-24,"Canal Tibdi/ Pond-2 Schools",55,0,55,25,4.35,0,0,24,0,0,0,0,0,0,0,0,0,0,28,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
57302,"Amritsar, Punjab, India","Punjab, India",India,"31.61037425, 74.87830639","Land (beach, shoreline and inland)",2018-11-24,"Pond- School",35,0,35,20.455,3.107,0,0,27,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
57303,"Amritsar, Punjab, India","Punjab, India",India,"31.487309, 75.276545","Land (beach, shoreline and inland)",2018-11-04,Stream-College,70,0,70,36.364,3.107,0,24,38,0,0,0,0,0,0,0,0,0,0,55,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
57304,"Karnal, Haryana, India","Haryana, India",India,"29.681666, 76.995706","Land (beach, shoreline and inland)",2018-11-04,"Karnal Stream-School",65,0,65,52.273,1.864,0,7,75,0,0,0,0,0,0,0,0,0,0,44,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
57305,"Karnal, Haryana, India","Haryana, India",India,"29.69124031, 76.95808053","Land (beach, shoreline and inland)",2018-11-24,Karnal-NGO,35,0,35,20.455,1.864,0,7,22,0,0,0,0,0,0,0,0,0,0,24,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
57306,"Ambala, Haryana, India","Haryana, India",India,"30.33576875, 76.86991632","Land (beach, shoreline and inland)",2018-11-24,City-School,28,0,28,15.909,1.864,0,4,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
57307,"Kota, Rajasthan, India","Rajasthan, India",India,"25.21212923, 75.8574307","Land (beach, shoreline and inland)",2018-10-28,"Chambal River-School",34,0,34,27.27,1.864,0,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
57308,"Ajmer, Rajasthan, India","Rajasthan, India",India,"26.48600091, 74.55267012","Land (beach, shoreline and inland)",2018-10-28,"Pushkar-College / School",22,0,22,20.455,1.864,0,7,27,0,0,0,0,0,0,0,0,0,0,76,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
57309,"Jaipur, Rajasthan, India","Rajasthan, India",India,"26.95235684, 75.84379435","Land (beach, shoreline and inland)",2018-10-28,JaipurCity-College,23,0,23,15.909,1.864,0,11,25,0,0,0,0,0,0,0,0,0,0,42,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
57310,"Udaipur, Rajasthan, India","Rajasthan, India",India,"24.59366331, 73.68059278","Land (beach, shoreline and inland)",2018-10-28,"Lake/ Raj-Uda Dudh Talai-School / Defence",55,0,55,43.182,4.35,0,9,24,0,0,0,0,0,0,0,0,0,0,36,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
57311,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.898541, 76.967343","Land (beach, shoreline and inland)",2018-09-15,"Kasuli Stream-School / Defence",60,0,60,45.455,2.485,0,11,22,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
57312,"Solan, Himachal Pradesh, India","Himachal Pradesh, India",India,"30.90454454, 77.09702969","Land (beach, shoreline and inland)",2018-09-15,"Solan-School / Defence",55,0,55,40.909,1.864,0,7,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
57313,"Junagadh, Gujarat, India","Gujarat, India",India,"21.52047273, 70.45416892","Land (beach, shoreline and inland)",2018-11-04,"Ahmedpur Mandvi Beach-Jeevan Jyoti Kendra",22,0,22,12.727,1.864,0,9,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
57314,"Gir Somnath, Gujarat, India","Gujarat, India",India,"20.727699, 70.73101","Land (beach, shoreline and inland)",2018-11-04,"Madhavpur Beach-NGO",31,0,31,10,1.864,0,11,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
57315,"Bhavnagar, Gujarat, India","Gujarat, India",India,"21.61112829, 72.26962745","Land (beach, shoreline and inland)",2018-11-04,"Guj-Koliyaak-PRAKRUTI NATURE CLUB",19,0,19,13.636,3.107,0,8,22,0,0,0,0,0,0,0,0,0,0,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
57317,"Khordha, Odisha, India","Odisha, India",India,"20.2846805, 85.88258386","Land (beach, shoreline and inland)",2018-09-15,"Biju Maidan Beach, Paradip-WILD ORISSA",15,0,15,15.909,3.107,0,2,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
