,Unnamed: 0,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Plastic.1,Plastic.2,Plastic.3,Plastic.4,Plastic.5,Plastic.6,Plastic.7,Plastic.8,Plastic.9,Plastic.10,Plastic.11,Plastic.12,Plastic.13,Plastic.14,Plastic.15,Plastic.16,Plastic.17,Plastic.18,Plastic.19,Plastic.20,Plastic.21,Plastic.22,Plastic.23,Plastic.24,Plastic.25,Plastic.26,Plastic.27,Plastic.28,Plastic.29,Plastic.30,Plastic.31,Plastic.32,Plastic.33,Plastic.34,Plastic.35,Plastic.36,Plastic.37,Plastic.38,Plastic.39,Plastic.40,Plastic.41,Plastic.42,Plastic.43,Plastic.44,Plastic.45,Plastic.46,Plastic.47,Plastic.48,Plastic.49,Plastic.50,Plastic.51,Plastic.52,Plastic.53,Plastic.54,Plastic.55,Plastic.56,Plastic.57,Plastic.58,Plastic.59,Plastic.60,Plastic.61,Plastic.62,Plastic.63,Plastic.64,Plastic.65,Plastic.66,Plastic.67,Plastic.68,Plastic.69,Plastic.70,Plastic.71,Plastic.72,Plastic.73,Plastic.74,Plastic.75,Plastic.76,Plastic.77,Plastic.78,Plastic.79,Plastic.80,Plastic.81,Plastic.82,Plastic.83,Plastic.84,Plastic.85,Plastic.86,Plastic.87,Plastic.88,Rubber,Rubber.1,Rubber.2,Rubber.3,Rubber.4,Rubber.5,Rubber.6,Rubber.7,Rubber.8,Rubber.9,cloth/textile,cloth/textile.1,cloth/textile.2,cloth/textile.3,cloth/textile.4,cloth/textile.5,cloth/textile.6,cloth/textile.7,cloth/textile.8,Paper/Cardboard,Paper/Cardboard.1,Paper/Cardboard.2,Paper/Cardboard.3,Paper/Cardboard.4,Paper/Cardboard.5,Paper/Cardboard.6,Paper/Cardboard.7,Paper/Cardboard.8,Paper/Cardboard.9,Processed/worked wood,Processed/worked wood.1,Processed/worked wood.2,Processed/worked wood.3,Processed/worked wood.4,Processed/worked wood.5,Processed/worked wood.6,Processed/worked wood.7,Processed/worked wood.8,Processed/worked wood.9,Processed/worked wood.10,Metal,Metal.1,Metal.2,Metal.3,Metal.4,Metal.5,Metal.6,Metal.7,Metal.8,Metal.9,Metal.10,Metal.11,Metal.12,Metal.13,Metal.14,Metal.15,Metal.16,Metal.17,Metal.18,Metal.19,Metal.20,Glass/ceramics,Glass/ceramics.1,Glass/ceramics.2,Glass/ceramics.3,Glass/ceramics.4,Glass/ceramics.5,Glass/ceramics.6,Glass/ceramics.7,Glass/ceramics.8,Glass/ceramics.9,Unidentified,Chemicals,Plastic_sum,Rubber_sum,Cloth_textile_sum,Paper_cardboard_sum,Processed_worked_sum,Metal_sum,Glass_ceramic_sum,unidentified,chemicals
1269,1269,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160715,Monitoring,,8.163800428153905,55.84143681177265,8.16400913643878,55.84054877552571,,3.0,3.0,,3.0,1.0,,5.0,,,,,,,,,,16.0,2.0,3.0,1.0,,2.0,1.0,1.0,,22.0,1.0,1.0,5.0,,4.0,,1.0,,2.0,,,,,,,4.0,99.0,,7.0,2.0,14.0,,,,,,,,,5.0,3.0,1.0,,3.0,,,7.0,,,125.0,,14.0,,,,,,,,,,,1.0,26.0,,1.0,,,,,,,43.0,2.0,,,,,,,,2.0,3.0,,,1.0,,2.0,,,1.0,,,1.0,4.0,,,,,1.0,2.0,,1.0,2.0,,,,,,,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,174.0,389.0,47.0,7.0,8.0,9.0,0.0,3.0,,174.0
1270,1270,Swiss Litter Report,Zürichsee_Küsnachterhorn_Thirkell-WhiteJ,CH,,14,,,20170526,Cleanup,,8.576860180514682,47.31768490168954,8.576951827538295,47.31757357197648,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,2.0,0.0,1.0,0.0,26.0,0.0,,1.0,1.0,4.0,2.0,0.0,3.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,3.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,3.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,,,,4.0,0.0,0.0,0.0,45.0,3.0,0.0,6.0,0.0,16.0,6.0,0.0,0.0
1271,1271,Independent,chernomorski solnizi,BG,Black Sea,2332,Urban,Sandy,20150905,Cleanup,,27.484497352595444,42.51058089801265,27.492099644826304,42.53080422190044,,,77.0,,5.0,17.0,,,,,,,,,,,,42.0,,49.0,,,4.0,170.0,1.0,,56.0,1.0,,21.0,9.0,15.0,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,18.0,4.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,22.0,,,,,,,,4.0,3.0,,,,,,,,,15.0,,2.0,,,14.0,3.0,47.0,,10.0,1.0,,,,,,,,,,1.0,,28.0,3.0,,1.0,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,1.0,,502.0,29.0,15.0,77.0,1.0,37.0,4.0,1.0,
1272,1272,Swiss Litter Report,Rhein_Basel_BlarerP_2,DE,,29,,,20170422,Cleanup,,7.587948481264869,47.591151022394584,7.587830159667244,47.59090377363087,,,,,,,,,,,,,,,,,,,,,2.0,,,195.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,1.0,,,,,,,,1.0,,,,7.0,,,,,,,,3.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,201.0,34.0,,14.0,,,,,,,,,,,,,,1.0,,18.0,,,,,,,,,,9.0,,,,224.0,4.0,0.0,29.0,0.0,268.0,9.0,,
1273,1273,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180225,Cleanup,,8.39422416812263,47.27835445709426,8.394188671194158,47.27845496880434,,0.0,3.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1274,1274,Legambiente Onlus,"Lido di Macchia - Porto degli Argonauti, Pisticci (MT)",IT,Mediterranean Sea,100,,,20170425,Monitoring,,16.814630000203902,40.33199999987116,16.8156300002866,40.33199999987116,1.0,8.0,1.0,,3.0,15.0,4.0,2.0,2.0,5.0,2.0,,2.0,3.0,1.0,2.0,,12.0,2.0,3.0,5.0,,,,,,2.0,,2.0,14.0,1.0,3.0,,6.0,,,,2.0,,2.0,,,,,,3.0,2.0,,,,,,2.0,,1.0,1.0,4.0,12.0,2.0,,,2.0,,2.0,,,25.0,8.0,20.0,3.0,,,1.0,,,,1.0,,,,,,,,,,,,11.0,55.0,1.0,,,,,,,,17.0,,,,,,5.0,,,2.0,,,,6.0,,,,,2.0,,,,,1.0,,,,,,,2.0,43.0,1.0,,1.0,,,,,,,,,,,,5.0,,2.0,,4.0,1.0,22.0,,,,,,,,,,,,205.0,73.0,7.0,8.0,3.0,57.0,22.0,,
1275,1275,Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,Mediterranean Sea,100,,,20150426,Monitoring,,10.269330000106994,43.7817200000828,10.270330000189727,43.7817200000828,,43.0,26.0,,57.0,43.0,10.0,55.0,,16.0,4.0,,,1.0,,1.0,,333.0,,,,,14.0,155.0,11.0,,16.0,,8.0,20.0,3.0,,,1.0,2.0,,,,,,,,,15.0,,,,,,5.0,88.0,,,,,,,1.0,,,2.0,14.0,,33.0,1938.0,,,,,,,,,,,,,,,,,,,,1.0,12.0,,,24.0,5.0,,,,,,,,1.0,,10.0,6.0,,,,,,1.0,24.0,2.0,,,2.0,17.0,,2.0,,,59.0,6.0,,3.0,,,,,,,,,241.0,13.0,2.0,39.0,5.0,,,,,,,,,,,2.0,,,,18.0,,18.0,,4.0,,,,,,,4.0,,,2952.0,6.0,41.0,82.0,9.0,320.0,26.0,,
1276,1276,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20170626,Cleanup,,7.61729160506758,47.55774291380604,7.617696603326893,47.55737978485033,,1.0,2.0,,0.0,0.0,,0.0,,,0.0,,,,,,,8.0,0.0,0.0,0.0,0.0,1.0,657.0,0.0,,1.0,8.0,13.0,2.0,1.0,2.0,,0.0,,,,,,,,,0.0,2.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,,1.0,0.0,2.0,,,0.0,1.0,0.0,,0.0,15.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,13.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,0.0,,,,,5.0,,0.0,0.0,0.0,108.0,0.0,0.0,11.0,21.0,1.0,,,0.0,,,,0.0,,,0.0,,1.0,0.0,2.0,0.0,0.0,,,0.0,0.0,,,,2.0,1.0,2.0,0.0,704.0,15.0,13.0,21.0,9.0,144.0,3.0,2.0,0.0
1277,1277,Surfrider Foundation Europe,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",FR,North-east Atlantic Ocean,73,,,20150402,Cleanup,,-2.19002999980243,48.59730000004882,-2.189029999719731,48.59730000004882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,
1278,1278,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170715,Cleanup,,8.760358841480864,47.14139384739753,8.76034746252113,47.14198620362544,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,12.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.0,0.0,,0.0,,,0.0,,0.0,2.0,0.0,0.0,,,,0.0,,0.0,1.0,0.0,,,0.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,30.0,0.0,0.0,2.0,7.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,3.0,0.0,40.0,8.0,1.0,14.0,0.0,40.0,0.0,3.0,0.0
1279,1279,Surfrider Foundation Europe,"salle des fetes, 63320 Chidrac, France",Int,,78,,,20150321,Cleanup,,3.1439900003670025,45.553600000036965,3.1449899995514046,45.553600000036965,,100.0,,,50.0,,,10.0,,,,,,,,,,20.0,,,,,,,,,30.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,10.0,,,,1.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,50.0,,,,,,,,,,,,,,,,,,10.0,,100.0,,,,,,,,50.0,,,,230.0,1.0,10.0,0.0,0.0,240.0,150.0,,
1280,1280,"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Kazarba,GR,Mediterranean Sea,90,,,20161002,Monitoring,,22.76886499963358,37.38732599964894,22.769864999716287,37.38732599964894,,,,,3.0,,,,,,,,,,,,,3.0,,1.0,1.0,,,4.0,,,1.0,,,1.0,,10.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,1.0,,,,1.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,38.0,0.0,1.0,0.0,0.0,5.0,9.0,,
1281,1281,Surfrider Foundation Europe,"75 Rue de la Roche Bonneau, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150503,Cleanup,,-1.9261500000766825,46.68180000013137,-1.925149999993984,46.68180000013137,,10.0,,,,4.0,,,,,,,,,,,,10.0,,,,,2.0,20.0,,,,8.0,2.0,10.0,,10.0,,,,,,,,,,,,20.0,,,,10.0,,,2.0,,,,,,,,,,2.0,,,,,,30.0,,10.0,,,,,,,,,,,,10.0,,,,,,,,,3.0,,,,,1.0,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,160.0,4.0,8.0,0.0,0.0,20.0,0.0,,
1282,1282,DeFishGear - Slovenia,Fiesa-Pacug MLW Month,SI,Mediterranean Sea,108,Urban,Pebbels,20141201,Cleanup,,13.58521674078102,45.52614742946743,13.583832720795824,45.526087297404786,,4.0,,,3.0,,,,4.0,,,,,,,,,7.0,,,,,,77.0,,,,1.0,,,5.0,2.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,3.0,,,,2.0,,,,,,,,,15.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,,114.0,5.0,2.0,3.0,2.0,20.0,5.0,,
1283,1283,Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20170723,Cleanup,,7.462960548775697,46.93102012117094,7.462813345443361,46.931163596022785,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,1284,Independent,silver strand 1000,IE,North-east Atlantic Ocean,446,,,20150711,Cleanup,,-9.885489776840542,53.64597936344426,-9.888752114796032,53.64950231284894,,0.0,0.0,,0.0,0.0,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1285,1285,Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170827,Cleanup,,8.518612239801044,47.343055418281786,8.518661337222905,47.34333051566777,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,1286,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170525,Cleanup,,9.198334670803852,47.524072606546824,9.19713286419258,47.524387676417554,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,3.0,0.0,0.0,0.0,,
1287,1287,Independent,Murlough Nature Reserve,UK,North-east Atlantic Ocean,334,Rural,Other (mixed),20190103,Cleanup,,-5.853724091409278,54.23134566004678,-5.849280222716799,54.2328974556049,,,4.0,,2.0,,,1.0,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,28.0,0.0,2.0,0.0,0.0,0.0,1.0,,
1288,1288,Swiss Litter Report,rhein_domatems_foppa_f,CH,,42,,,20170730,Cleanup,,9.447638678594732,46.83803746479149,9.447092502901981,46.838091541138745,,2.0,2.0,,0.0,1.0,,0.0,,,,,,,,,,0.0,,,,,,4.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,4.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,14.0,0.0,1.0,0.0,0.0,0.0,26.0,,
1289,1289,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20170715,Cleanup,,8.191873684487787,47.12861809738485,8.191974287714794,47.128751346421225,,2.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,2.0,,,,,0.0,0.0,17.0,,,0.0,0.0,,,,,1.0,0.0,5.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,18.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,0.0,,,2.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,,,,496.0,0.0,0.0,0.0,57.0,0.0,0.0,4.0,0.0,24.0,499.0,0.0,0.0
1290,1290,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170730,Cleanup,,9.063815632014784,47.44678657943058,9.064160585083902,47.44744754383501,,0.0,3.0,,2.0,2.0,,0.0,,,0.0,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,3.0,,,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,0.0,,2.0,0.0,0.0,45.0,5.0,0.0,2.0,6.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,39.0,1.0,0.0,7.0,2.0,60.0,1.0,0.0,0.0
1291,1291,Legambiente Onlus,"Spiaggia di Pioppi, Salerno (SA)",IT,Mediterranean Sea,100,,,20160514,Cleanup,,15.089830000385694,40.17385999974702,15.090829999570095,40.17385999974702,,,,2.0,7.0,,1.0,,,,,,,,,,,7.0,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,,53.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,12.0,,,4.0,,,,,,,5.0,1.0,,,,,,,,,,,1.0,63.0,,9.0,,,,,,,,,,,,,,,15.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,91.0,16.0,6.0,73.0,0.0,20.0,4.0,,
1292,1292,Independent,silver strand 1000m,IE,North-east Atlantic Ocean,424,,,20160622,Cleanup,,-9.886352561060232,53.645966855091544,-9.888825105607793,53.64948880559536,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,2.0,0.0,,0.0,1.0,,,,,,,,,,,6.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1293,1293,DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20160225,Monitoring,,13.51944308921451,45.50170535236646,13.520548158947785,45.50133172232593,,3.0,,,3.0,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1294,1294,"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150726,Monitoring,,12.123961764309035,54.80588175317754,12.124830010285642,54.806631809243406,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,6.0,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,3.0,,,1.0,18.0,0.0,0.0,1.0,3.0,4.0,11.0,,1.0
1295,1295,Swiss Litter Report,Rhein_Basel,CH,,58,,,20170524,Cleanup,,7.601085634422669,47.556801787371356,7.600311600159818,47.556791827517316,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,8.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,17.0,0.0,0.0,0.0,59.0,0.0,0.0,5.0,0.0,40.0,17.0,0.0,0.0
1296,1296,Surfrider Foundation Europe,"5 Calle Párroco Don Claudio Rodal Fandiño, 36794 Oya, Espagne",ES,North-east Atlantic Ocean,83,,,20150322,Cleanup,,-8.877420000377104,42.00340000021536,-8.876420000294374,42.00340000021536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,60.0,3.0,,
1297,1297,Black Sea NGO Network,Ropotamo,BG,Black Sea,99,,,20180403,Cleanup,,27.75222316042676,42.32642378445081,27.753355183211816,42.32674128187238,,0.0,1.0,,0.0,1.0,,0.0,,,,,,,,,,4.0,,2.0,,,,0.0,,,5.0,,,2.0,0.0,2.0,,,,,,,,0.0,,,,5.0,,0.0,,,,,,,,,,,,,,,,,,4.0,0.0,,12.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,
